"","realtime","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","Light"
"1284",1285,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1285",1286,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1286",1287,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1287",1288,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1288",1289,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1289",1290,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1290",1291,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1291",1292,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1292",1293,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1293",1294,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1294",1295,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1295",1296,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1296",1297,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1297",1298,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1298",1299,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1299",1300,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1300",1301,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1301",1302,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1302",1303,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1303",1304,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1304",1305,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1305",1306,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1306",1307,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1307",1308,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1308",1309,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1309",1310,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1310",1311,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1311",1312,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1312",1313,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1313",1314,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1314",1315,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1315",1316,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1316",1317,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1317",1318,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1318",1319,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1319",1320,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1320",1321,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1321",1322,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1322",1323,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1323",1324,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1324",1325,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1325",1326,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1326",1327,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1327",1328,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1328",1329,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1329",1330,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1330",1331,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1331",1332,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1332",1333,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1333",1334,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1334",1335,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1335",1336,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1336",1337,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1337",1338,NA,"","",NA,NA,NA,"",NA,"d",NA,"",NA,""
"1338",1339,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1339",1340,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1340",1341,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1341",1342,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1342",1343,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1343",1344,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1344",1345,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1345",1346,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1346",1347,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1347",1348,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1348",1349,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1349",1350,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1350",1351,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1351",1352,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1352",1353,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1353",1354,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1354",1355,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1355",1356,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1356",1357,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1357",1358,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1358",1359,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1359",1360,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1360",1361,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1361",1362,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1362",1363,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1363",1364,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1364",1365,NA,"","",NA,NA,NA,"d",NA,"",NA,"",NA,""
"1365",1366,NA,"","",NA,NA,NA,"d",NA,"",NA,"",NA,""
"1366",1367,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1367",1368,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1368",1369,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1369",1370,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1370",1371,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1371",1372,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1372",1373,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1373",1374,NA,"e","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1374",1375,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1375",1376,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1376",1377,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1377",1378,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1378",1379,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1379",1380,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1380",1381,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1381",1382,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1382",1383,NA,"","d",NA,NA,NA,"",NA,"",NA,"",NA,""
"1383",1384,NA,"","e",NA,NA,NA,"",NA,"",NA,"",NA,""
"1384",1385,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1385",1386,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1386",1387,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1387",1388,NA,"","d,e",NA,NA,NA,"",NA,"",NA,"",NA,""
"1388",1389,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1389",1390,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1390",1391,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1391",1392,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1392",1393,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1393",1394,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1394",1395,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1395",1396,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1396",1397,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1397",1398,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1398",1399,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1399",1400,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1400",1401,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1401",1402,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1402",1403,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1403",1404,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1404",1405,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1405",1406,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1406",1407,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1407",1408,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1408",1409,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1409",1410,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1410",1411,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1411",1412,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1412",1413,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1413",1414,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1414",1415,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1415",1416,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1416",1417,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1417",1418,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1418",1419,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1419",1420,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1420",1421,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1421",1422,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1422",1423,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1423",1424,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1424",1425,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1425",1426,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1426",1427,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1427",1428,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1428",1429,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1429",1430,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1430",1431,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1431",1432,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1432",1433,NA,"","",NA,NA,NA,"",NA,"e",NA,"",NA,""
"1433",1434,NA,"","",NA,NA,NA,"",NA,"d",NA,"",NA,""
"1434",1435,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1435",1436,NA,"","",NA,NA,NA,"",NA,"",NA,"",NA,""
"1436",1437,NA,"","",NA,NA,NA,"",NA,"d",NA,"",NA,""
"1437",1438,NA,"","",NA,NA,NA,"",NA,"e",NA,"",NA,""
"1438",1439,NA,"","",NA,NA,NA,"",NA,"e",NA,"",NA,""
"1439",1440,NA,"","",NA,NA,NA,"",NA,"e",NA,"",NA,"off"
